case,stratum,attempt,run,parsed,ref_verdict,ref_outcome,ref_next_agent,ref_adjust,llm_verdict,llm_outcome,llm_next_agent,llm_adjust,verdict_ok,outcome_ok,hop_ok,adjust_ok,reason
h3_underwear_seed43,P2_coherent,1,2,true,INCONCLUSIVE,ESCALATE_INCONCLUSIVE,,,INCONCLUSIVE,ESCALATE_INCONCLUSIVE,,,true,true,true,true,"Gates 1, 1b (clone control validated), integrity and 2 all passed, but Gate 3 is unmeasured (not_run, likely a missing brief/changes), and no gate definitely failed, so the result cannot be a pass. Per critic.md the scoring call is retried once and then escalated to the orchestrator; no new generation is requested because a new image would face the same unmeasured gate."
h3_underwear_seed43,P2_coherent,3,2,true,INCONCLUSIVE,ESCALATE_INCONCLUSIVE,,,INCONCLUSIVE,ESCALATE_INCONCLUSIVE,,,true,true,true,true,"Gates 1, 1b (clone control validated), integrity and 2 all pass, but Gate 3 is unmeasured (pass null, status not_run, likely a missing brief), so nothing has failed and the result can't be a pass. Per critic_rule.decide this is INCONCLUSIVE: no new generation and no adjusted parameter, since a new image would hit the same unmeasured gate. The scoring call gets one retry, then the case goes to the orchestrator for a person to fix the cause, and the exhausted retry cap does not turn it into FAILED or a forward."
clean_sweater_concat-0.25-nat_s43,P2_coherent,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Gate 2 (attribute fidelity) definitively failed while Gates 1, 1b (clone control valid), integrity and 3 all passed and nothing is unmeasured, so this is a REJECT rather than INCONCLUSIVE. This is attempt 1 with retries remaining (0 of 2 used), and a fidelity miss calls for a different ip_adapter_scale (likely higher than the 0.25 used) rather than a new seed. The orchestrator relays it to concept-designer."
clean_sweater_concat-0.25-nat_s43,P2_coherent,3,0,true,REJECT,FAILED,,,REJECT,FAILED,,,true,true,true,true,"Gate 2 (attribute fidelity) definitively failed while Gates 1, 1b, integrity and 3 passed, so the verdict is REJECT. This was attempt 3 of 3 (retry count 2), so the 2-retry cap is exhausted: no further adjusted parameter is sent, and the concept is escalated as FAILED with the full retry history to the orchestrator, which reports it as failed without treating it as fatal to the wider request."
clean_sweater_concat-0.25-nat_s43,P2_coherent,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Gate 2 (attribute fidelity) definitively failed, while Gates 1, 1b (clone control validated), integrity and 3 all passed and nothing is unmeasured. This is attempt 1 of 3, so retries remain; a fidelity miss calls for a different ip_adapter_scale, not a new seed, and the orchestrator relays it to concept-designer."
clean_sweater_concat-0.25-nat_s43,P2_coherent,3,1,true,REJECT,FAILED,,,REJECT,FAILED,,,true,true,true,true,"Gate 2 (attribute fidelity) definitively failed (pass: false) while all other gates passed, so the verdict is REJECT. This is attempt 3 of 3 with the 2-retry cap exhausted, so the critic issues no further adjusted parameter and escalates FAILED with the full retry history; the orchestrator reports this concept as failed and does not send it onward."
clean_sweater_concat-0.25-nat_s43,P2_coherent,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Gate 2 (attribute fidelity) definitively failed. Gates 1, 1b (clone control validated), integrity and 3 all passed, so nothing is unmeasured. This is attempt 1 with 0 retries used, under the 2-retry cap, so the critic sends back a different ip_adapter_scale (an attribute-fidelity miss, not a one-off sampling or integrity artifact) via the orchestrator to concept-designer."
clean_sweater_concat-0.25-nat_s43,P2_coherent,3,2,true,REJECT,FAILED,,,REJECT,FAILED,,,true,true,true,true,"Gate 2 (attribute fidelity) definitively failed while Gates 1, 1b, integrity and 3 passed, so the verdict is REJECT. This is attempt 3 of 3 (retry count 2, cap exhausted), so no further adjusted parameter is sent; the critic reports FAILED with the full retry history and the orchestrator reports this concept as failed without treating it as fatal to the wider request."
clean_sweater_concat-0.35-nat_s43,P2_coherent,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Gate 2 (attribute fidelity) definitively failed while Gates 1, 1b, integrity and 3 passed and all gates were measured, so this is a REJECT with retries remaining (retry count 0 of 2). A Gate 2 miss calls for a different ip_adapter_scale rather than a new seed, and the orchestrator relays it to concept-designer."
clean_sweater_concat-0.35-nat_s43,P2_coherent,3,0,true,REJECT,FAILED,,,REJECT,FAILED,,,true,true,true,true,"Gate 2 (attribute fidelity, SmolVLM gating judge) definitively failed, so the verdict is REJECT even though Gates 1, 1b, integrity and 3 passed. This is attempt 3 of 3 (retry count 2, the cap), so the critic sends no further adjusted parameter and reports FAILED with the full retry history; the orchestrator records it as a failed concept without treating it as fatal to the overall request."
clean_sweater_concat-0.35-nat_s43,P2_coherent,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Gate 2 (attribute fidelity) definitively failed while Gates 1, 1b, integrity and 3 passed and all gates were measured, so the verdict is REJECT with retries remaining (count 0 of 2). A Gate 2 miss calls for a different ip_adapter_scale (not a seed change), relayed to concept-designer via the orchestrator."
clean_sweater_concat-0.35-nat_s43,P2_coherent,3,1,true,REJECT,FAILED,,,REJECT,FAILED,,,true,true,true,true,"Gate 2 (attribute fidelity) definitively failed on the 3rd attempt (retry count 2), so the concept is REJECTed and the 2-retry cap is exhausted; the critic sends no further adjusted parameter and escalates FAILED with the full retry history. The orchestrator reports this concept as failed without treating it as fatal to the wider request."
clean_sweater_concat-0.35-nat_s43,P2_coherent,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Gate 2 (attribute fidelity) definitively failed while Gates 1, 1b, integrity and 3 passed and the clone control validated, so this is a REJECT with retries remaining (retry count 0 of 2). A Gate 2 miss calls for a different ip_adapter_scale rather than a new seed, and the orchestrator relays it to concept-designer."
clean_sweater_concat-0.35-nat_s43,P2_coherent,3,2,true,REJECT,FAILED,,,REJECT,FAILED,,,true,true,true,true,"Gate 2 (attribute fidelity) definitively failed (pass: false) while all other gates passed, so the verdict is REJECT. This was attempt 3 of 3 (retry count 2), so the retry cap is exhausted: no further adjusted parameter is sent, and the concept is escalated as FAILED with the full retry history."
clean_sweater_single-0.35-nat_s43,P2_coherent,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Gate 2 (attribute fidelity) and Gate 3 (briefed changes visible) both definitely failed, while Gates 1, 1b (clone control valid) and integrity passed. This is a fidelity miss rather than a sampling artifact, so with retry count 0 of 2 the critic sends a different ip_adapter_scale back to concept-designer via the orchestrator."
clean_sweater_single-0.35-nat_s43,P2_coherent,3,0,true,REJECT,FAILED,,,REJECT,FAILED,,,true,true,true,true,"Gate 2 (attribute fidelity) and Gate 3 (briefed changes visible) definitively failed on attempt 3 of 3, so the concept is REJECTed. The 2-retry cap is exhausted, so the critic sends no further adjusted parameter and escalates FAILED with the full retry history; the orchestrator reports this concept as failed without treating it as fatal to the wider request."
clean_sweater_single-0.35-nat_s43,P2_coherent,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Gate 2 (attribute fidelity) and Gate 3 (briefed changes visible) both definitively failed, so the concept is rejected even though Gates 1, 1b and integrity passed. This is attempt 1 with retries remaining, and a fidelity miss calls for an adjusted ip_adapter_scale rather than a new seed, so the orchestrator relays the retry to concept-designer."
clean_sweater_single-0.35-nat_s43,P2_coherent,3,1,true,REJECT,FAILED,,,REJECT,FAILED,,,true,true,true,true,"Gate 2 (attribute fidelity) and Gate 3 (briefed changes visible) definitely failed, so the verdict is REJECT. This is attempt 3 of 3 with the 2-retry cap exhausted, so the critic sends no further adjustment and reports FAILED with the full retry history; the orchestrator records the concept as failed without forwarding it."
clean_sweater_single-0.35-nat_s43,P2_coherent,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Gate 2 (attribute fidelity) and Gate 3 (briefed changes visible) both definitely failed, while Gates 1, 1b (clone control valid) and integrity passed, so no gate is unmeasured. This is attempt 1 with retries remaining, and a fidelity or briefed-change miss calls for a different ip_adapter_scale rather than a new seed. The orchestrator relays that to concept-designer."
clean_sweater_single-0.35-nat_s43,P2_coherent,3,2,true,REJECT,FAILED,,,REJECT,FAILED,,,true,true,true,true,"Gate 2 (attribute fidelity) and Gate 3 (briefed changes visible) definitely failed, so the verdict is REJECT. This is attempt 3 of 3 (retry count 2, cap exhausted), so the critic sends no further adjusted parameter and escalates FAILED with the full retry history; the orchestrator reports this concept as failed without forwarding it to the forecaster."
m3_sweater,P2_coherent,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Gate 2 (attribute fidelity) and Gate 3 (briefed changes visible) both definitively failed, although Gate 1, Gate 1b (clone control valid) and the global integrity floor passed. This is a systematic fidelity/brief miss rather than a one-off sampling artifact, and 0 of 2 retries have been used, so the critic sends a different ip_adapter_scale back to concept-designer via the orchestrator."
m3_sweater,P2_coherent,3,0,true,REJECT,FAILED,,,REJECT,FAILED,,,true,true,true,true,"Gate 2 (attribute fidelity) and Gate 3 (briefed changes visible) both definitively failed, so the concept is REJECTed. This was attempt 3 of 3 (retry count 2), so the retry cap is exhausted: the critic sends no further adjusted parameter and escalates FAILED with the full retry history for the orchestrator to report, without treating it as fatal to the rest of the request."
m3_sweater,P2_coherent,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Gate 2 (attribute fidelity) and Gate 3 (briefed changes visible) both definitively failed, while Gates 1, 1b (clone control validated) and integrity passed, so nothing is unmeasured. This is attempt 1 with retries remaining (0 of 2 used), and a fidelity/briefed-change miss calls for a different ip_adapter_scale rather than a new seed, so the orchestrator relays it to concept-designer."
m3_sweater,P2_coherent,3,1,true,REJECT,FAILED,,,REJECT,FAILED,,,true,true,true,true,"Gate 2 (attribute fidelity) and Gate 3 (briefed changes visible) both definitively failed, so the concept is REJECTed. This is attempt 3 of 3 (retry cap of 2 exhausted), so the critic sends no further adjusted parameter and escalates FAILED with the full retry history; the orchestrator reports this concept as failed without forwarding it to the forecaster."
